authIdHalFullName_fs	authIdHalFullName_fs	halId_s	docType_s	producedDateY_i	fileMain_s	doiId_s
Patricia Sajous,Valérie Bailly‐hascoët	"c(""patricia-sajous_FacetSep_Patricia Sajous"", ""_FacetSep_Valérie Bailly‐hascoët"")"	hal-01670588	ART	2017	https://hal.science/hal-01670588/document	10.4074/S0761898017002011
Samuel Deprez	deprez-samuel_FacetSep_Samuel Deprez	hal-02468582	ART	2016	https://hal.science/hal-02468582/document	10.4000/netcom.2342
Arnaud Serry,Ronan Kerbiriou,C. Méjane	"c(""arnaudserry_FacetSep_Arnaud Serry"", ""ronan-kerbiriou_FacetSep_Ronan Kerbiriou"", ""_FacetSep_C. Méjane"")"	hal-02506063	REPORT	2020	https://hal.science/hal-02506063/document	NA
Philippe Vidal	philippe-vidal_FacetSep_Philippe Vidal	hal-02478767	COUV	2020	https://hal.science/hal-02478767/document	NA
Thomas Vaisset	thomas-vaisset_FacetSep_Thomas Vaisset	hal-02501048	COUV	2016	https://normandie-univ.hal.science/hal-02501048/document	10.4000/books.psorbonne.41348
Alexandre Cebeillac,Éric Daudé,Alain Vaguet	"c(""_FacetSep_Alexandre Cebeillac"", ""eric-daude_FacetSep_Éric Daudé"", ""_FacetSep_Alain Vaguet"")"	halshs-01650030	COMM	2017	https://shs.hal.science/halshs-01650030/document	NA
Jonas Pigeon	jonas-pigeon_FacetSep_Jonas Pigeon	hal-02304571	ART	2017	https://hal.science/hal-02304571/document	10.1016/j.egypro.2017.03.1864
Thomas Vaisset,Jean de Préneuf	"c(""thomas-vaisset_FacetSep_Thomas Vaisset"", ""jean-de-preneuf_FacetSep_Jean de Préneuf"")"	hal-02957040	ART	2019	https://hal.science/hal-02957040/document	10.3917/rdna.816.004
Arnaud Serry	arnaudserry_FacetSep_Arnaud Serry	hal-01724122	OTHER	2018	https://hal.science/hal-01724122/document	NA
Yvette Vaguet	yvette-vaguet_FacetSep_Yvette Vaguet	hal-02317680	ART	2018	https://hal.science/hal-02317680/document	10.4000/belgeo.24777
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564129	MAP	2016	https://media.hal.science/medihal-01564129/document	NA
Bertrand Lefebvre	bertrand-lefebvre_FacetSep_Bertrand Lefebvre	medihal-01564086	MAP	2016	https://media.hal.science/medihal-01564086/document	NA
Adrien Gonnet	_FacetSep_Adrien Gonnet	tel-01746114	THESE	2017	https://theses.hal.science/tel-01746114/document	NA
Catalina Santana Bucio	_FacetSep_Catalina Santana Bucio	tel-01962996	THESE	2018	https://theses.hal.science/tel-01962996/document	NA
Shirley Malgouyres	_FacetSep_Shirley Malgouyres	tel-03131455	THESE	2020	https://theses.hal.science/tel-03131455/document	NA
Béatrice Galinon-Mélénec	galinon-melenec_FacetSep_Béatrice Galinon-Mélénec	hal-01317567	COUV	2016	https://hal.science/hal-01317567/document	NA
Béatrice Galinon-Mélénec	galinon-melenec_FacetSep_Béatrice Galinon-Mélénec	hal-01833137	COUV	2017	https://normandie-univ.hal.science/hal-01833137/document	NA
Yvette Vaguet,Armelle Couillet,Céline Colange	"c(""yvette-vaguet_FacetSep_Yvette Vaguet"", ""armelle-couillet_FacetSep_Armelle Couillet"", ""_FacetSep_Céline Colange"")"	hal-01826317	POSTER	2017	https://normandie-univ.hal.science/hal-01826317/document	NA
Somsakun Maneerat,Éric Daudé	"c(""_FacetSep_Somsakun Maneerat"", ""eric-daude_FacetSep_Éric Daudé"")"	halshs-01529876	ART	2017	https://shs.hal.science/halshs-01529876/document	10.4000/cybergeo.28078
Jean-Yves Pérodou,Armelle Couillet	"c(""_FacetSep_Jean-Yves Pérodou"", ""armelle-couillet_FacetSep_Armelle Couillet"")"	halshs-02483305	MAP	2019	https://shs.hal.science/halshs-02483305/document	NA
Philippe Vidal	philippe-vidal_FacetSep_Philippe Vidal	tel-02473349	HDR	2017	https://hal.science/tel-02473349/document	NA
Arnaud Serry	arnaudserry_FacetSep_Arnaud Serry	hal-02943433	COMM	2020	https://normandie-univ.hal.science/hal-02943433/document	NA
François Raulin,Lilian Loubet,Arnaud Serry	"c(""francois-raulin_FacetSep_François Raulin"", ""loubet-lilian_FacetSep_Lilian Loubet"", ""arnaudserry_FacetSep_Arnaud Serry"")"	hal-02896605	ART	2020	https://normandie-univ.hal.science/hal-02896605/document	10.25518/0770-7576.6008
Diane Le Luyer	_FacetSep_Diane Le Luyer	hal-01854368	COMM	2018	https://hal.science/hal-01854368/document	NA
Yann Leborgne	_FacetSep_Yann Leborgne	hal-01854397	COMM	2018	https://hal.science/hal-01854397/document	NA
